order_item_id,order_id,product_id,quantity,unit_price
291,94,125,4,16.23
292,95,62,1,494.19
293,95,225,1,258.06
294,96,127,3,122.14
295,96,184,4,41.14
296,96,254,3,228.59
297,96,263,2,298.41
298,96,114,3,375.54
299,97,131,1,235.44
300,97,289,2,38.41
301,97,84,4,91.65
302,98,149,2,43.18
303,98,279,2,412.61
304,98,35,3,427.4
305,98,239,3,430.22
306,98,226,4,162.66
307,99,204,1,82.41
308,99,169,3,320.54
309,99,118,2,127.24
310,99,198,4,80.32
311,99,21,1,394.05
312,100,158,3,125.25
313,100,259,1,281.8
314,100,65,2,91.69
315,101,240,2,10.58
316,101,273,1,142.34
317,101,118,4,127.24
318,101,73,2,104.17
319,102,187,3,442.69
320,102,106,3,310.25
321,102,72,4,145.83
322,102,283,3,430.36
323,102,290,3,59.43
324,103,139,3,310.45
325,103,92,1,147.81
326,103,68,1,165.18
327,103,15,3,301.89
328,104,260,4,307.22
329,104,186,2,56.19
330,104,152,2,400.9
331,105,92,1,147.81
332,105,6,1,209.7
333,105,223,4,410.85
334,105,79,3,74.86
335,106,295,4,48.55
336,106,8,4,97.95
337,106,131,2,235.44
338,107,175,3,254.87
339,107,4,1,388.11
340,108,263,3,298.41
341,109,158,3,125.25
342,109,237,1,269.08
343,110,174,1,6.05
344,110,246,4,247.81
345,110,242,4,403.48
346,110,88,3,47.15
347,110,176,3,409.65
348,111,76,3,32.13
349,111,14,1,153.13
350,111,268,4,112.28
351,112,298,1,332.33
352,112,246,4,247.81
353,113,222,3,337.53
354,113,178,4,386.42
355,113,2,1,313.93
356,114,20,2,266.77
357,114,267,3,185.94
358,114,151,4,186.9
359,114,78,4,26.1
360,114,148,4,128.77
361,115,134,3,351.06
362,115,20,3,266.77
363,115,2,4,313.93
364,116,79,4,74.86
365,116,141,2,327.95
366,116,196,2,46.7
367,116,172,2,116.94
368,117,170,3,319.91
369,117,190,2,7.24
370,117,128,1,468.1
371,117,80,1,328.91
372,117,36,2,434.74
373,118,66,1,419.38
374,118,93,1,310.56
375,118,132,1,292.02
376,118,176,1,409.65
377,119,149,3,43.18
378,120,299,1,319.72
379,121,108,1,276.99
380,121,263,4,298.41
381,121,261,1,58.92
382,121,58,2,186.07
383,121,166,4,215.51
384,122,23,2,425.4
385,122,242,3,403.48
386,122,132,4,292.02
387,122,105,1,146.3
388,123,188,2,297.53
389,123,163,1,188.8
390,123,187,2,442.69
391,124,108,3,276.99
392,125,109,2,153.75
393,125,96,4,308.98
394,125,79,2,74.86
395,125,98,4,188.55
396,125,130,3,281.38
397,126,175,4,254.87
398,126,86,2,283.31
399,126,176,2,409.65
400,126,21,1,394.05
401,126,186,1,56.19
402,127,24,4,12.45
403,127,206,1,343.28
404,127,190,1,7.24
405,128,133,2,457.25
406,128,166,4,215.51
407,128,243,1,122.96
408,128,86,4,283.31
409,129,133,1,457.25
410,129,95,2,443.58
411,130,65,3,91.69
412,130,163,1,188.8
413,130,118,3,127.24
414,130,128,3,468.1
415,130,113,2,65.48
416,131,83,3,67.51
417,131,1,3,240.09
418,131,284,2,434.92
419,131,232,2,150.58
420,132,1,4,240.09
421,133,113,4,65.48
422,133,160,1,310.96
423,133,69,4,51.48
424,133,126,3,475.16
425,134,47,2,348.76
426,134,240,4,10.58
427,134,282,3,10.01
428,135,144,3,266.2
429,135,276,2,210.77
430,135,178,2,386.42
431,135,43,1,380.87
432,135,295,1,48.55
433,136,52,1,55.35
434,136,255,1,328.32
435,136,262,1,306.06
436,136,201,3,208.2
437,136,185,4,68.68
438,137,90,1,310.39
439,138,110,1,121.76
440,138,172,4,116.94
441,139,243,4,122.96
442,139,174,4,6.05
443,139,225,2,258.06
444,139,25,3,348.84
445,140,290,4,59.43
446,141,116,4,198.65
447,141,281,4,187.2
448,141,91,3,103.25
449,142,163,2,188.8
450,142,50,4,104.35
451,143,127,1,122.14
452,143,215,3,67.79
453,143,128,4,468.1
454,144,298,1,332.33
455,145,169,4,320.54
456,145,238,4,441.1
457,145,187,1,442.69
458,145,108,4,276.99
459,145,131,3,235.44
460,146,237,4,269.08
461,146,69,2,51.48
462,146,243,1,122.96
463,146,85,1,360.53
464,147,78,1,26.1
465,147,119,1,419.64
466,147,110,2,121.76
467,148,111,2,480.21
468,148,174,4,6.05
469,148,262,3,306.06
470,148,179,3,28.96
471,149,248,3,498.98
472,149,26,4,319.64
473,150,154,1,214.36
474,150,121,4,173.91
475,150,223,2,410.85
476,150,159,4,443.16
477,151,249,3,295.5
478,151,261,3,58.92
479,151,54,1,277.74
480,151,15,3,301.89
481,151,127,3,122.14
482,152,212,3,462.33
483,152,200,3,258.95
484,152,294,1,67.28
485,153,294,2,67.28
486,154,127,4,122.14
487,154,280,3,254.0
488,154,260,4,307.22
489,154,153,1,153.89
490,154,230,4,499.62
491,155,204,3,82.41
492,155,215,2,67.79
493,155,300,2,469.13
494,155,262,1,306.06
495,156,19,4,445.96
496,156,61,2,172.36
497,157,130,4,281.38
498,157,235,4,236.29
499,158,58,3,186.07
500,158,32,4,379.2
501,158,135,3,438.07
502,158,299,3,319.72
503,158,127,1,122.14
504,159,198,4,80.32
505,159,227,4,127.2
506,159,120,4,400.58
507,159,6,4,209.7
508,160,56,2,469.55
509,160,270,1,443.42
510,160,238,2,441.1
511,160,166,1,215.51
512,160,101,3,68.3
513,161,200,1,258.95
514,161,186,4,56.19
515,161,78,1,26.1
516,162,204,4,82.41
517,162,34,1,160.9
518,162,133,1,457.25
519,162,215,4,67.79
520,162,186,3,56.19
521,163,105,1,146.3
522,164,297,2,242.14
523,164,15,2,301.89
524,164,45,4,330.66
525,164,59,4,114.22
526,165,235,3,236.29
527,165,246,1,247.81
528,165,157,1,122.4
529,165,67,3,85.85
530,165,131,3,235.44
531,166,32,1,379.2
532,167,115,3,148.87
533,167,238,2,441.1
534,168,12,4,188.73
535,168,240,4,10.58
536,169,76,4,32.13
537,169,84,2,91.65
538,170,46,1,298.6
539,170,15,3,301.89
540,170,257,1,374.66
541,170,99,1,122.42
542,171,108,2,276.99
543,171,54,1,277.74
544,172,132,1,292.02
545,172,270,2,443.42
546,172,147,1,202.54
547,172,32,1,379.2
548,172,137,4,139.2
549,173,169,2,320.54
550,173,76,1,32.13
551,173,222,4,337.53
552,174,187,1,442.69
553,174,35,3,427.4
554,174,51,2,87.61
555,174,271,4,197.61
556,174,216,3,466.65
557,175,173,2,339.97
558,175,179,4,28.96
559,176,247,3,160.17
560,176,152,2,400.9
561,176,193,2,301.2
562,176,295,4,48.55
563,177,162,1,496.16
564,177,187,4,442.69
565,177,30,1,219.39
566,177,106,1,310.25
567,178,47,3,348.76
568,178,123,2,173.45
569,178,296,2,404.88
570,179,261,4,58.92
571,180,241,3,491.7
572,180,213,2,375.44
573,180,15,3,301.89
574,180,192,4,53.7
575,180,256,2,265.57
576,181,159,1,443.16
577,181,108,1,276.99
578,182,33,3,230.94
579,182,297,3,242.14
580,182,180,3,177.93
581,183,155,3,154.38
582,183,160,3,310.96
583,183,266,4,494.04
584,183,199,1,237.93
585,183,129,2,206.29
586,184,118,3,127.24
587,184,214,1,309.86
588,184,285,3,288.66
589,184,220,4,38.27
590,185,113,3,65.48
591,185,260,1,307.22
592,186,10,3,424.11
593,187,265,2,469.13
594,187,34,3,160.9
595,187,297,1,242.14
596,187,168,2,243.76
597,188,177,3,170.45
598,188,143,2,277.99
599,188,256,4,265.57
600,189,251,4,160.7
601,189,248,3,498.98
602,189,1,3,240.09
603,189,142,4,420.34
604,189,262,2,306.06
605,190,260,4,307.22
606,191,70,2,256.04
607,191,238,1,441.1
608,191,279,3,412.61
609,191,152,4,400.9
610,191,101,2,68.3
611,192,224,2,477.89
612,192,281,1,187.2
613,192,156,4,466.38
614,192,250,2,125.82
615,193,43,2,380.87
616,193,77,4,277.6
617,193,187,1,442.69
618,193,175,3,254.87
619,193,157,3,122.4
620,194,154,4,214.36
621,194,140,1,13.9
622,195,46,3,298.6
623,196,30,2,219.39
624,197,123,1,173.45
625,198,273,2,142.34
626,199,178,2,386.42
627,199,285,1,288.66
628,199,23,2,425.4
629,199,259,2,281.8
630,199,242,1,403.48
631,200,82,1,300.72
632,200,279,3,412.61
633,200,118,3,127.24
634,200,122,3,216.57
635,200,158,4,125.25
636,201,131,2,235.44
637,201,95,4,443.58
638,201,22,1,7.76
639,202,71,3,269.79
640,202,26,3,319.64
641,202,244,1,79.68
642,203,172,1,116.94
643,203,196,3,46.7
644,203,171,4,454.2
645,203,298,2,332.33
646,203,263,3,298.41
647,204,264,3,251.73
648,205,223,1,410.85
649,206,90,3,310.39
650,206,117,3,451.52
651,206,248,2,498.98
652,206,75,4,47.98
653,207,77,3,277.6
654,208,153,4,153.89
655,208,114,4,375.54
656,209,281,2,187.2
657,209,291,1,337.77
658,209,208,1,294.38
659,210,41,1,111.52
660,210,84,2,91.65
661,210,17,3,270.98
662,211,176,3,409.65
663,211,244,4,79.68
664,211,22,4,7.76
665,212,216,2,466.65
666,212,185,2,68.68
667,212,131,3,235.44
668,212,83,3,67.51
669,212,166,4,215.51
670,213,67,3,85.85
671,214,74,2,281.62
672,214,116,1,198.65
673,214,87,3,412.36
674,214,199,2,237.93
675,215,290,3,59.43
676,216,122,1,216.57
677,216,99,1,122.42
678,216,245,1,264.26
679,216,27,3,228.07
680,217,94,4,112.67
681,217,69,1,51.48
682,217,99,4,122.42
683,217,63,1,51.26
684,218,269,2,213.28
685,218,28,1,166.38
686,218,131,2,235.44
687,219,84,3,91.65
688,219,146,4,204.96
689,219,268,3,112.28
690,219,239,4,430.22
691,219,31,4,293.94
692,220,268,1,112.28
693,220,52,1,55.35
694,220,97,3,174.36
695,220,164,3,317.64
696,220,101,3,68.3
697,221,117,1,451.52
698,221,30,3,219.39
699,221,148,3,128.77
700,221,293,4,172.08
701,221,63,4,51.26
702,222,71,3,269.79
703,222,293,1,172.08
704,223,86,1,283.31
705,224,104,4,294.86
706,225,2,3,313.93
707,225,268,4,112.28
708,225,20,1,266.77
709,225,181,1,223.62
710,225,209,2,220.27
711,226,104,3,294.86
712,226,266,4,494.04
713,226,198,4,80.32
714,226,91,1,103.25
715,226,162,2,496.16
716,227,28,2,166.38
717,228,199,3,237.93
718,228,91,3,103.25
719,229,281,2,187.2
720,230,43,1,380.87
721,230,44,4,280.03
722,230,180,2,177.93
723,230,292,3,488.18
724,230,64,3,258.82
725,231,248,3,498.98
726,231,42,3,248.61
727,232,242,2,403.48
728,232,264,4,251.73
729,233,75,1,47.98
730,233,169,4,320.54
731,233,152,3,400.9
732,234,277,2,178.93
733,235,181,2,223.62
734,235,78,4,26.1
735,236,163,4,188.8
736,236,161,1,172.6
737,236,35,1,427.4
738,236,95,3,443.58
739,237,142,4,420.34
740,237,199,1,237.93
741,237,60,2,329.58
742,237,217,2,408.7
743,237,273,2,142.34
744,238,293,1,172.08
745,238,197,1,166.56
746,238,222,4,337.53
747,238,131,3,235.44
748,239,48,1,340.83
749,239,128,3,468.1
750,239,7,4,169.97
751,239,52,1,55.35
752,239,28,4,166.38
753,240,73,3,104.17
754,240,168,4,243.76
755,240,71,4,269.79
756,240,107,2,230.58
757,241,284,4,434.92
758,241,179,1,28.96
759,241,220,2,38.27
760,242,16,3,223.26
761,242,63,4,51.26
762,242,66,3,419.38
763,242,71,1,269.79
764,243,164,4,317.64
765,243,143,3,277.99
766,244,201,3,208.2
767,244,176,2,409.65
768,244,277,1,178.93
769,245,217,1,408.7
770,246,72,4,145.83
771,246,147,1,202.54
772,247,185,3,68.68
773,247,293,1,172.08
774,248,264,2,251.73
775,249,110,2,121.76
776,249,73,2,104.17
777,250,126,3,475.16
778,250,269,2,213.28
779,250,233,4,260.61
780,251,187,1,442.69
781,251,237,3,269.08
782,252,180,1,177.93
783,253,177,1,170.45
784,254,92,1,147.81
785,254,197,4,166.56
786,254,122,4,216.57
787,254,154,4,214.36
788,254,106,2,310.25
789,255,124,4,393.84
790,255,68,4,165.18
791,255,18,3,202.89
792,256,114,4,375.54
793,256,82,2,300.72
794,257,128,1,468.1
795,257,52,2,55.35
796,257,32,4,379.2
797,258,233,2,260.61
798,259,127,2,122.14
799,259,145,1,354.38
800,259,61,2,172.36
801,259,17,2,270.98
802,259,80,3,328.91
803,260,27,1,228.07
804,260,33,4,230.94
805,260,137,2,139.2
806,260,80,3,328.91
807,261,249,3,295.5
808,261,12,1,188.73
809,261,148,1,128.77
810,261,199,1,237.93
811,262,270,1,443.42
812,262,77,4,277.6
813,263,200,1,258.95
814,263,294,2,67.28
815,264,289,3,38.41
816,264,229,2,127.79
817,264,95,1,443.58
818,265,8,3,97.95
819,265,57,4,192.44
820,265,41,1,111.52
821,265,112,2,311.07
822,266,259,1,281.8
823,266,148,4,128.77
824,266,32,1,379.2
825,266,162,1,496.16
826,267,20,2,266.77
827,267,126,1,475.16
828,267,264,1,251.73
829,267,300,2,469.13
830,268,159,2,443.16
831,269,260,3,307.22
832,269,71,4,269.79
833,269,294,1,67.28
834,269,197,4,166.56
835,270,31,4,293.94
836,270,7,4,169.97
837,271,191,2,465.78
838,271,215,1,67.79
839,271,129,3,206.29
840,271,70,4,256.04
841,272,185,2,68.68
842,272,244,2,79.68
843,272,242,1,403.48
844,273,113,3,65.48
845,273,241,1,491.7
846,274,137,4,139.2
847,274,99,3,122.42
848,274,129,3,206.29
849,274,122,4,216.57
850,274,53,3,489.16
851,275,263,4,298.41
852,276,52,1,55.35
853,276,264,2,251.73
854,276,89,4,164.26
855,276,202,3,128.55
856,277,83,2,67.51
857,277,257,1,374.66
858,278,214,4,309.86
859,279,80,1,328.91
860,279,149,4,43.18
861,279,148,3,128.77
862,279,266,4,494.04
863,280,193,4,301.2
864,280,8,1,97.95
865,281,173,1,339.97
866,281,10,2,424.11
867,281,238,2,441.1
868,281,280,3,254.0
869,281,181,1,223.62
870,282,288,2,157.92
871,282,172,3,116.94
872,282,165,2,136.21
873,282,215,4,67.79
874,283,244,2,79.68
875,284,277,3,178.93
876,284,46,4,298.6
877,284,285,3,288.66
878,284,135,4,438.07
879,285,1,1,240.09
880,286,8,1,97.95
881,287,292,1,488.18
882,287,92,1,147.81
883,287,110,2,121.76
884,287,11,3,337.55
885,288,78,3,26.1
886,289,16,1,223.26
887,289,41,2,111.52
888,289,28,3,166.38
889,289,136,1,461.89
890,289,70,2,256.04
891,290,26,3,319.64
892,290,193,1,301.2
893,290,202,1,128.55
894,291,249,2,295.5
895,291,183,1,380.74
896,292,186,4,56.19
897,293,209,3,220.27
898,294,188,4,297.53
899,294,257,1,374.66
900,295,18,2,202.89
901,295,100,1,38.1
902,295,137,1,139.2
903,296,217,4,408.7
904,296,100,1,38.1
905,296,39,2,182.23
906,296,228,2,119.79
907,296,197,4,166.56
908,297,98,2,188.55
909,298,176,3,409.65
910,298,103,2,140.03
911,298,175,4,254.87
912,299,169,2,320.54
913,300,173,2,339.97
914,301,188,1,297.53
915,301,245,4,264.26
916,302,266,2,494.04
917,302,281,1,187.2
918,302,149,3,43.18
919,302,157,3,122.4
920,303,65,1,91.69
921,303,188,3,297.53
922,303,157,3,122.4
923,303,289,4,38.41
924,304,174,4,6.05
925,305,36,4,434.74
926,306,267,1,185.94
927,306,170,2,319.91
928,306,116,2,198.65
929,306,169,1,320.54
930,307,47,4,348.76
931,308,235,3,236.29
932,309,67,3,85.85
933,309,148,4,128.77
934,310,299,3,319.72
935,310,263,2,298.41
936,310,227,2,127.2
937,311,283,3,430.36
938,311,78,3,26.1
939,311,230,2,499.62
940,311,295,1,48.55
941,311,118,2,127.24
942,312,107,2,230.58
943,312,114,4,375.54
944,312,196,4,46.7
945,312,295,3,48.55
946,312,162,1,496.16
947,313,254,3,228.59
948,313,119,1,419.64
949,313,216,1,466.65
950,313,28,3,166.38
951,314,126,4,475.16
952,314,238,3,441.1
953,314,231,4,31.84
954,315,233,1,260.61
955,316,119,4,419.64
956,316,53,4,489.16
957,316,12,2,188.73
958,316,168,4,243.76
959,316,197,1,166.56
960,317,68,1,165.18
961,318,42,3,248.61
962,318,286,4,51.14
963,318,100,1,38.1
964,318,68,2,165.18
965,318,70,4,256.04
966,319,207,4,286.96
967,319,165,2,136.21
968,319,253,3,411.34
969,319,237,3,269.08
970,320,96,4,308.98
971,320,268,2,112.28
972,321,77,1,277.6
973,321,215,4,67.79
974,321,115,2,148.87
975,321,174,1,6.05
976,321,99,3,122.42
977,322,221,3,434.95
978,322,154,4,214.36
979,322,93,2,310.56
980,322,295,4,48.55
981,323,178,1,386.42
982,323,118,1,127.24
983,323,115,4,148.87
984,323,108,2,276.99
985,323,176,2,409.65
986,324,135,1,438.07
987,325,56,1,469.55
988,325,62,1,494.19
989,325,159,2,443.16
990,325,41,1,111.52
991,325,248,2,498.98
992,326,19,2,445.96
993,326,86,1,283.31
994,327,4,2,388.11
995,328,144,4,266.2
996,328,243,1,122.96
997,328,164,3,317.64
998,328,267,1,185.94
999,328,185,1,68.68
1000,329,220,1,38.27
1001,330,197,4,166.56
1002,330,48,4,340.83
1003,330,221,3,434.95
1004,330,168,4,243.76
1005,331,35,2,427.4
1006,331,109,1,153.75
1007,332,255,2,328.32
1008,333,285,4,288.66
1009,333,73,4,104.17
1010,333,22,4,7.76
1011,333,63,4,51.26
1012,334,169,1,320.54
1013,334,134,4,351.06
1014,335,141,1,327.95
1015,335,50,3,104.35
1016,336,131,4,235.44
1017,336,151,4,186.9
1018,337,182,3,171.68
1019,338,24,2,12.45
1020,338,222,2,337.53
1021,338,97,1,174.36
1022,338,203,1,408.97
1023,339,263,2,298.41
1024,339,171,3,454.2
1025,340,35,1,427.4
1026,340,91,1,103.25
1027,340,285,3,288.66
1028,340,78,1,26.1
1029,341,43,1,380.87
1030,341,191,2,465.78
1031,341,196,4,46.7
1032,342,282,1,10.01
1033,343,20,2,266.77
1034,343,59,3,114.22
1035,343,92,2,147.81
1036,343,219,3,39.13
1037,344,236,3,421.51
1038,344,145,1,354.38
1039,344,73,4,104.17
1040,345,53,4,489.16
1041,346,300,1,469.13
1042,346,8,2,97.95
1043,346,32,4,379.2
1044,347,68,4,165.18
1045,347,147,2,202.54
1046,347,105,2,146.3
1047,347,98,3,188.55
1048,348,117,3,451.52
1049,348,297,3,242.14
1050,349,292,3,488.18
1051,349,255,1,328.32
1052,350,25,1,348.84
1053,350,92,2,147.81
1054,350,123,1,173.45
1055,351,202,2,128.55
1056,351,156,1,466.38
1057,351,128,4,468.1
1058,351,195,4,105.48
1059,352,286,1,51.14
1060,352,191,1,465.78
1061,352,180,3,177.93
1062,352,63,4,51.26
1063,352,261,1,58.92
1064,353,160,1,310.96
1065,353,151,1,186.9
1066,354,167,4,233.32
1067,354,39,2,182.23
1068,354,267,1,185.94
1069,355,220,3,38.27
1070,355,259,2,281.8
1071,355,101,4,68.3
1072,355,70,4,256.04
1073,356,74,3,281.62
1074,356,147,1,202.54
1075,357,172,2,116.94
1076,357,62,1,494.19
1077,358,39,3,182.23
1078,358,34,1,160.9
1079,358,242,4,403.48
1080,358,159,4,443.16
1081,359,80,3,328.91
1082,359,216,4,466.65
1083,359,85,1,360.53
1084,360,45,3,330.66
1085,360,164,1,317.64
1086,360,16,1,223.26
1087,361,263,2,298.41
1088,362,99,3,122.42
1089,362,257,3,374.66
1090,362,251,2,160.7
1091,362,59,4,114.22
1092,362,97,4,174.36
1093,363,63,4,51.26
1094,363,137,1,139.2
1095,363,73,2,104.17
1096,364,217,4,408.7
1097,364,132,1,292.02
1098,364,95,4,443.58
1099,364,78,2,26.1
1100,365,223,1,410.85
1101,365,154,2,214.36
1102,365,279,2,412.61
1103,366,179,4,28.96
1104,366,231,2,31.84
1105,366,25,2,348.84
1106,366,101,1,68.3
1107,367,92,2,147.81
1108,367,276,1,210.77
1109,367,260,2,307.22
1110,368,258,4,352.75
1111,368,82,2,300.72
1112,368,175,1,254.87
1113,368,164,2,317.64
1114,368,210,1,259.54
1115,369,195,2,105.48
1116,370,287,4,67.32
1117,371,65,1,91.69
1118,371,229,3,127.79
1119,371,158,4,125.25
1120,372,32,1,379.2
1121,372,197,3,166.56
1122,372,237,1,269.08
1123,372,80,3,328.91
1124,373,278,4,264.93
1125,374,196,3,46.7
1126,374,187,1,442.69
1127,375,60,1,329.58
1128,375,286,2,51.14
1129,375,283,4,430.36
1130,375,184,4,41.14
1131,375,237,1,269.08
1132,376,219,2,39.13
1133,377,261,3,58.92
1134,378,187,3,442.69
1135,378,64,3,258.82
1136,378,32,2,379.2
1137,379,85,2,360.53
1138,379,136,3,461.89
1139,379,203,1,408.97
1140,379,211,4,381.57
1141,380,39,3,182.23
1142,380,25,1,348.84
1143,380,293,1,172.08
1144,380,217,3,408.7
1145,381,14,4,153.13
1146,381,41,4,111.52
1147,381,167,1,233.32
1148,381,6,2,209.7
1149,381,252,2,430.51
1150,382,293,2,172.08
